time,Inputshaft_rpm,InputShaft_torque,Propeller_torque,ShipSpeed
22.199,78.35764525,17327.8753,48516.169,5
22.2,78.35011113,17328.82704,48483.4235,5
22.201,78.34404784,17329.67225,48453.4408,5
22.202,78.33952975,17330.39365,48426.5959,5
22.203,78.33661349,17330.97474,48403.2214,5
22.204,78.33533736,17331.40045,48383.6043,5
22.205,78.33572079,17331.65788,48367.9925,5
22.206,78.33776389,17331.73728,48356.588,5
22.207,78.34144713,17331.63315,48349.5362,5
22.208,78.34673099,17331.34521,48346.9269,5
22.209,78.35355584,17330.87874,48348.8018,5
22.21,78.36184204,17330.24389,48355.1488,5
22.211,78.37149052,17329.45429,48365.8941,5
22.212,78.38238384,17328.52531,48380.909,5
22.213,78.39438781,17327.47269,48400.0183,5
22.214,78.40735347,17326.31173,48422.9955,5
22.215,78.42111923,17325.05726,48449.559,5
22.216,78.4355133,17323.72369,48479.383,5
22.217,78.450356,17322.32512,48512.1074,5
22.218,78.46546232,17320.87502,48547.3342,5
22.219,78.48064448,17319.38575,48584.6276,5
22.22,78.49571462,17317.86807,48623.5277,5
22.221,78.51048751,17316.331,48663.5608,5
22.222,78.52478312,17314.78207,48704.2364,5
22.223,78.53842909,17313.22801,48745.0503,5
22.224,78.55126284,17311.67576,48785.4997,5
22.225,78.56313339,17310.13356,48825.0914,5
22.226,78.57390273,17308.61179,48863.3388,5
22.227,78.58344702,17307.12356,48899.7682,5
22.228,78.59165739,17305.68472,48933.9344,5
22.229,78.59844066,17304.31338,48965.4237,5
22.23,78.60371998,17303.02913,48993.8486,5
22.231,78.60743531,17301.852,49018.8563,5
22.232,78.60954401,17300.80135,49040.1436,5
22.233,78.61002127,17299.89491,49057.4573,5
22.234,78.60886054,17299.14789,49070.588,5
22.235,78.60607384,17298.57238,49079.3764,5
22.236,78.60169187,17298.177,49083.723,5
22.237,78.59576404,17297.96667,49083.5853,5
22.238,78.58835818,17297.94234,49078.9712,5
22.239,78.57956016,17298.10068,49069.9459,5
22.24,78.5694733,17298.4337,49056.636,5
22.241,78.55821767,17298.92861,49039.2214,5
22.242,78.5459291,17299.56816,49017.9276,5
22.243,78.53275796,17300.33166,48993.0306,5
22.244,78.51886752,17301.19644,48964.8584,5
22.245,78.50443184,17302.13957,48933.7778,5
22.246,78.48963336,17303.13909,48900.1854,5
22.247,78.4746602,17304.17482,48864.5114,5
22.248,78.45970333,17305.22849,48827.2171,5
22.249,78.44495377,17306.28366,48788.7794,5
22.25,78.43059989,17307.32548,48749.6826,5
22.251,78.41682471,17308.34058,48710.4221,5
22.252,78.40380346,17309.31699,48671.4993,5
22.253,78.3917012,17310.24397,48633.4046,5
22.254,78.3806707,17311.11179,48596.6126,5
22.255,78.3708505,17311.91136,48561.5857,5
22.256,78.36236335,17312.63394,48528.7659,5
22.257,78.35531477,17313.27087,48498.5614,5
22.258,78.34979202,17313.81342,48471.3447,5
22.259,78.34586332,17314.25257,48447.4569,5
22.26,78.34357727,17314.5789,48427.1997,5
22.261,78.3429627,17314.78265,48410.8239,5
22.262,78.34402855,17314.85404,48398.5324,5
22.263,78.34676407,17314.78413,48390.4849,5
22.264,78.35113893,17314.56592,48386.7893,5
22.265,78.35710354,17314.19554,48387.4933,5
22.266,78.36458926,17313.67307,48392.5918,5
22.267,78.37350885,17313.00281,48402.0332,5
22.268,78.38375713,17312.19307,48415.7127,5
22.269,78.39521191,17311.25564,48433.4668,5
22.27,78.40773519,17310.20524,48455.0831,5
22.271,78.42117469,17309.05912,48480.3069,5
22.272,78.43536555,17307.83661,48508.8365,5
22.273,78.4501323,17306.5588,48540.3238,5
22.274,78.46529096,17305.24785,48574.3873,5
22.275,78.48065135,17303.92623,48610.6176,5
22.276,78.49601968,17302.61578,48648.5727,5
22.277,78.5112012,17301.33687,48687.7831,5
22.278,78.52600301,17300.10771,48727.7688,5
22.279,78.54023692,17298.94379,48768.0437,5
22.28,78.55372228,17297.85769,48808.112,5
22.281,78.56628866,17296.8591,48847.4757,5
22.282,78.57777838,17295.95515,48885.6511,5
22.283,78.58804865,17295.15105,48922.1714,5
22.284,78.59697349,17294.45096,48956.5841,5
22.285,78.60444517,17293.85867,48988.4607,5
22.286,78.61037529,17293.3783,49017.4102,5
22.287,78.61469554,17293.01448,49043.0788,5
22.288,78.61735815,17292.77237,49065.1472,5
22.289,78.61833613,17292.65742,49083.3396,5
22.29,78.61762322,17292.67518,49097.4347,5
22.291,78.61523369,17292.83102,49107.2612,5
22.292,78.61120183,17293.12999,49112.6943,5
22.293,78.60558138,17293.57656,49113.6644,5
22.294,78.59844456,17294.1742,49110.1634,5
22.295,78.58988122,17294.92483,49102.2362,5
22.296,78.57999767,17295.82806,49089.976,5
22.297,78.56891562,17296.88047,49073.5318,5
22.298,78.55677093,17298.07507,49053.1107,5
22.299,78.54371241,17299.40101,49028.965,5
22.3,78.52990035,17300.84373,49001.3873,5
22.301,78.51550495,17302.38542,48970.717,5
22.302,78.50070456,17304.00575,48937.3372,5
22.303,78.48568363,17305.68276,48901.6598,5
22.304,78.47063049,17307.39378,48864.1203,5
22.305,78.45573498,17309.11628,48825.182,5
22.306,78.44118589,17310.82854,48785.3286,5
22.307,78.42716842,17312.5103,48745.0495,5
22.308,78.41386154,17314.14315,48704.8369,5
22.309,78.40143548,17315.7109,48665.188,5
22.31,78.39004928,17317.19975,48626.5936,5
22.311,78.3798485,17318.59846,48589.5242,5
22.312,78.37096307,17319.89832,48554.4302,5
22.313,78.36350553,17321.09305,48521.7435,5
22.314,78.35756934,17322.17847,48491.8672,5
22.315,78.35322775,17323.15196,48465.1623,5
22.316,78.35053288,17324.01182,48441.9499,5
22.317,78.34951534,17324.75657,48422.5143,5
22.318,78.35018414,17325.38431,48407.0929,5
22.319,78.35252702,17325.89246,48395.8676,5
22.32,78.35651108,17326.27769,48388.9712,5
22.321,78.36208359,17326.53627,48386.4891,5
22.322,78.36917303,17326.66456,48388.4509,5
22.323,78.37769019,17326.65956,48394.8254,5
22.324,78.38752945,17326.51939,48405.5313,5
22.325,78.3985701,17326.24376,48420.4403,5
22.326,78.41067782,17325.83425,48439.368,5
22.327,78.42370625,17325.29467,48462.0759,5
22.328,78.43749858,17324.63128,48488.284,5
22.329,78.45188923,17323.85307,48517.6729,5
22.33,78.46670567,17322.97181,48549.8782,5
22.331,78.48177013,17322.00203,48584.4959,5
22.332,78.49690155,17320.96074,48621.0975,5
22.333,78.51191748,17319.86703,48659.2316,5
22.334,78.52663609,17318.74139,48698.4204,5
22.335,78.54087836,17317.60498,48738.1698,5
22.336,78.55447017,17316.47881,48777.9838,5
22.337,78.56724464,17315.38284,48817.3661,5
22.338,78.57904432,17314.33536,48855.8186,5
22.339,78.58972344,17313.35241,48892.8532,5
22.34,78.59914998,17312.44765,48928.0052,5
22.341,78.60720761,17311.63237,48960.833,5
22.342,78.6137973,17310.91568,48990.9183,5
22.343,78.61883868,17310.30479,49017.878,5
22.344,78.62227116,17309.80523,49041.3752,5
22.345,78.6240546,17309.42107,49061.1147,5
22.346,78.62416984,17309.15513,49076.8425,5
22.347,78.62261876,17309.0092,49088.3585,5
22.348,78.61942412,17308.98436,49095.523,5
22.349,78.61462907,17309.08122,49098.2482,5
22.35,78.60829633,17309.3001,49096.4967,5
22.351,78.60050718,17309.6411,49090.291,5
22.352,78.59136013,17310.10393,49079.7154,5
22.353,78.58096959,17310.68755,49064.9045,5
22.354,78.56946427,17311.38972,49046.0423,5
22.355,78.55698562,17312.20646,49023.3684,5
22.356,78.5436862,17313.13153,48997.173,5
22.357,78.52972803,17314.156,48967.7845,5
22.358,78.51528084,17315.26803,48935.5677,5
22.359,78.50052039,17316.45283,48900.9287,5
22.36,78.48562662,17317.69282,48864.3057,5
22.361,78.47078179,17318.96807,48826.1546,5
22.362,78.4561685,17320.25682,48786.9486,5
22.363,78.44196765,17321.53607,48747.1797,5
22.364,78.42835635,17322.78225,48707.3472,5
22.365,78.41550578,17323.97191,48667.9446,5
22.366,78.40357899,17325.08237,48629.4595,5
22.367,78.39272883,17326.0925,48592.3741,5
22.368,78.38309576,17326.98339,48557.1528,5
22.369,78.37480587,17327.73897,48524.2299,5
22.37,78.36796891,17328.34655,48494.0125,5
22.371,78.36267651,17328.79707,48466.8801,5
22.372,78.3590007,17329.08512,48443.1719,5
22.373,78.35699261,17329.20866,48423.1786,5
22.374,78.35668159,17329.16863,48407.1477,5
22.375,78.35807471,17328.96834,48395.2841,5
22.376,78.36115662,17328.61289,48387.7368,5
22.377,78.36588983,17328.10866,48384.5975,5
22.378,78.37221533,17327.46279,48385.9081,5
22.379,78.38005355,17326.68293,48391.661,5
22.38,78.38930565,17325.77695,48401.7887,5
22.381,78.39985501,17324.75287,48416.1665,5
22.382,78.41156899,17323.61881,48434.6241,5
22.383,78.42430081,17322.38301,48456.9448,5
22.384,78.43789161,17321.05401,48482.8591,5
22.385,78.45217261,17319.64083,48512.0509,5
22.386,78.46696723,17318.15324,48544.1701,5
22.387,78.48209336,17316.60211,48578.8327,5
22.388,78.49736547,17314.99967,48615.6176,5
22.389,78.51259681,17313.3598,48654.0768,5
22.39,78.52760145,17311.6981,48693.7473,5
22.391,78.54219632,17310.0319,48734.1506,5
22.392,78.55620322,17308.37996,48774.7921,5
22.393,78.56945079,17306.762,48815.1742,5
22.394,78.58177641,17305.19813,48854.8086,5
22.395,78.5930282,17303.70819,48893.2142,5
22.396,78.60306681,17302.31106,48929.9176,5
22.397,78.61176725,17301.02407,48964.4676,5
22.398,78.61902059,17299.86253,48996.4456,5
22.399,78.62473547,17298.83936,49025.4614,5
22.4,78.62883945,17297.96474,49051.1557,5
22.401,78.63128015,17297.24598,49073.2138,5
22.402,78.63202613,17296.68741,49091.3717,5
22.403,78.6310675,17296.29042,49105.4095,5
22.404,78.62841622,17296.05365,49115.1544,5
22.405,78.62410609,17295.97333,49120.4923,5
22.406,78.61819236,17296.04366,49121.3686,5
22.407,78.61075105,17296.25735,49117.7788,5
22.408,78.60187784,17296.60614,49109.7716,5
22.409,78.59168677,17297.08119,49097.4566,5
22.41,78.58030846,17297.67345,49080.9996,5
22.411,78.56788834,17298.37388,49060.6117,5
22.412,78.55458446,17299.17346,49036.5511,5
22.413,78.54056538,17300.06313,49009.1274,5
22.414,78.52600781,17301.03357,48978.6926,5
22.415,78.51109437,17302.07497,48945.6289,5
22.416,78.49601123,17303.17679,48910.3497,5
22.417,78.48094588,17304.32759,48873.302,5
22.418,78.46608487,17305.51489,48834.9533,5
22.419,78.45161167,17306.72508,48795.7797,5
22.42,78.43770455,17307.94348,48756.2677,5
22.421,78.42453462,17309.15438,48716.9136,5
22.422,78.41226389,17310.34123,48678.2093,5
22.423,78.40104353,17311.48691,48640.6321,5
22.424,78.39101214,17312.57413,48604.6482,5
22.425,78.38229416,17313.58599,48570.7092,5
22.426,78.37499843,17314.5065,48539.2377,5
22.427,78.36921676,17315.32126,48510.6202,5
22.428,78.36502277,17316.018,48485.2134,5
22.429,78.3624707,17316.58698,48463.3392,5
22.43,78.36159465,17317.0214,48445.271,5
22.431,78.3624078,17317.31744,48431.2309,5
22.432,78.3649021,17317.47425,48421.3971,5
22.433,78.36904816,17317.49377,48415.8993,5
22.434,78.37479544,17317.38044,48414.8085,5
22.435,78.38207282,17317.14078,48418.1384,5
22.436,78.39078948,17316.78299,48425.8542,5
22.437,78.40083609,17316.3165,48437.8682,5
22.438,78.41208626,17315.75154,48454.0334,5
22.439,78.42439833,17315.09876,48474.1502,5
22.44,78.43761735,17314.36885,48497.9758,5
22.441,78.45157726,17313.5723,48525.2219,5
22.442,78.4661032,17312.7192,48555.5506,5
22.443,78.48101399,17311.81926,48588.5856,5
22.444,78.49612453,17310.88182,48623.9233,5
22.445,78.5112483,17309.91615,48661.1293,5
22.446,78.52619973,17308.93172,48699.7394,5
22.447,78.54079645,17307.93852,48739.2727,5
22.448,78.55486149,17306.94738,48779.2425,5
22.449,78.56822521,17305.97021,48819.1531,5
22.45,78.5807272,17305.02004,48858.5027,5
22.451,78.59221793,17304.11101,48896.7987,5
22.452,78.60256033,17303.25822,48933.5669,5
22.453,78.61163118,17302.47737,48968.3465,5
22.454,78.61932239,17301.78445,49000.6962,5
22.455,78.62554211,17301.19524,49030.2088,5
22.456,78.63021574,17300.72483,49056.5162,5
22.457,78.63328681,17300.38705,49079.2846,5
22.458,78.63471763,17300.19398,49098.2208,5
22.459,78.6344899,17300.15538,49113.0851,5
22.46,78.63260505,17300.27831,49123.691,5
22.461,78.62908446,17300.56676,49129.8996,5
22.462,78.62396943,17301.02149,49131.6251,5
22.463,78.61732096,17301.63994,49128.8451,5
22.464,78.60921922,17302.41643,49121.595,5
22.465,78.59976281,17303.3424,49109.9603,5
22.466,78.58906766,17304.40686,49094.0808,5
22.467,78.57726574,17305.5968,49074.1563,5
22.468,78.56450341,17306.89773,49050.4374,5
22.469,78.55093959,17308.29412,49023.2162,5
22.47,78.53674369,17309.76984,48992.8291,5
22.471,78.52209339,17311.30847,48959.6579,5
22.472,78.50717224,17312.89358,48924.1169,5
22.473,78.49216729,17314.50889,48886.6431,5
22.474,78.47726657,17316.13843,48847.6994,5
22.475,78.46265664,17317.76659,48807.7722,5
22.476,78.4485202,17319.37809,48767.3555,5
22.477,78.43503376,17320.95796,48726.9424,5
22.478,78.42236545,17322.4914,48687.0292,5
22.479,78.410673,17323.96379,48648.1101,5
22.48,78.40010185,17325.36053,48610.6611,5
22.481,78.39078352,17326.66715,48575.1351,5
22.482,78.38283413,17327.86934,48541.9656,5
22.483,78.37635308,17328.95321,48511.5605,5
22.484,78.37142198,17329.90559,48484.2875,5
22.485,78.36810374,17330.71436,48460.473,5
22.486,78.36644181,17331.36894,48440.4066,5
22.487,78.36645963,17331.86066,48424.3342,5
22.488,78.36816027,17332.18316,48412.4472,5
22.489,78.37152627,17332.33266,48404.8842,5
22.49,78.37651969,17332.30824,48401.7374,5
22.491,78.38308239,17332.11189,48403.0461,5
22.492,78.39113656,17331.74853,48408.7886,5
22.493,78.40058549,17331.2259,48418.8895,5
22.494,78.41131462,17330.55433,48433.2262,5
22.495,78.42319279,17329.74646,48451.6237,5
22.496,78.43607384,17328.81679,48473.8501,5
22.497,78.44979836,17327.78121,48499.6286,5
22.498,78.46419574,17326.65653,48528.6446,5
22.499,78.47908637,17325.45992,48560.5414,5
22.5,78.49428405,17324.20844,48594.9198,5
22.501,78.50959853,17322.91871,48631.3532,5
22.502,78.52483804,17321.60653,48669.3951,5
22.503,78.53981198,17320.28684,48708.5749,5
22.504,78.55433343,17318.97359,48748.4026,5
22.505,78.56822168,17317.67981,48788.3848,5
22.506,78.58130457,17316.41777,48828.0301,5
22.507,78.59342068,17315.19907,48866.8456,5
22.508,78.6044213,17314.03486,48904.3453,5
22.509,78.61417225,17312.93595,48940.0655,5
22.51,78.62255535,17311.91294,48973.567,5
22.511,78.62946976,17310.97622,49004.4324,5
22.512,78.63483301,17310.136,49032.2747,5
22.513,78.63858183,17309.40218,49056.7507,5
22.514,78.64067271,17308.78417,49077.5608,5
22.515,78.64108228,17308.29062,49094.4453,5
22.516,78.63980744,17307.92909,49107.1921,5
22.517,78.63686537,17307.7057,49115.6473,5
22.518,78.63229324,17307.62466,49119.711,5
22.519,78.62614784,17307.68798,49119.3316,5
22.52,78.61850496,17307.89511,49114.5139,5
22.521,78.60945864,17308.24278,49105.3248,5
22.522,78.59912019,17308.72489,49091.8843,5
22.523,78.58761701,17309.33258,49074.3594,5
22.524,78.57509119,17310.05444,49052.9705,5
22.525,78.56169797,17310.87676,49027.9928,5
22.526,78.54760388,17311.78398,48999.7425,5
22.527,78.5329848,17312.75911,48968.5714,5
22.528,78.51802377,17313.78423,48934.8714,5
22.529,78.5029087,17314.841,48899.071,5
22.53,78.48782994,17315.91115,48861.6199,5
22.531,78.47297775,17316.97692,48822.9834,5
22.532,78.45853981,17318.02143,48783.6464,5
22.533,78.44469865,17319.02902,48744.1057,5
22.534,78.43162919,17319.9854,48704.8548,5
22.535,78.41949639,17320.87778,48666.3797,5
22.536,78.40845303,17321.69481,48629.162,5
22.537,78.39863771,17322.42654,48593.6699,5
22.538,78.39017306,17323.06421,48560.3439,5
22.539,78.38316425,17323.60011,48529.5957,5
22.54,78.37769772,17324.02743,48501.8111,5
22.541,78.37384025,17324.34009,48477.3402,5
22.542,78.37163824,17324.5327,48456.4862,5
22.543,78.37111736,17324.60055,48439.5075,5
22.544,78.3722824,17324.53969,48426.6222,5
22.545,78.37511736,17324.34706,48417.9977,5
22.546,78.37958579,17324.02062,48413.7427,5
22.547,78.38563142,17323.55963,48413.914,5
22.548,78.39317886,17322.96479,48418.5212,5
22.549,78.40213461,17322.2385,48427.5176,5
22.55,78.41238818,17321.38505,48440.7966,5
22.551,78.42381342,17320.41073,48458.2022,5
22.552,78.43626996,17319.32394,48479.5333,5
22.553,78.44960489,17318.13514,48504.5364,5
22.554,78.46365447,17316.85677,48532.9073,5
22.555,78.47824605,17315.50303,48564.3044,5
22.556,78.49320015,17314.08954,48598.3523,5
22.557,78.50833256,17312.63305,48634.6372,5
22.558,78.52345661,17311.15095,48672.7126,5
22.559,78.53838551,17309.6609,48712.1144,5
22.56,78.55293471,17308.1804,48752.3641,5
22.561,78.56692421,17306.72648,48792.9658,5
22.562,78.58018098,17305.31537,48833.4158,5
22.563,78.59254114,17303.96229,48873.2173,5
22.564,78.60385212,17302.68131,48911.8825,5
22.565,78.61397464,17301.48526,48948.931,5
22.566,78.6227845,17300.38576,48983.9006,5
22.567,78.63017412,17299.39321,49016.3609,5
22.568,78.63605389,17298.5169,49045.9134,5
22.569,78.64035319,17297.76509,49072.1889,5
22.57,78.6430212,17297.14513,49094.8594,5
22.571,78.64402737,17296.66352,49113.6487,5
22.572,78.64336167,17296.32591,49128.328,5
22.573,78.64103453,17296.13714,49138.7135,5
22.574,78.63707653,17296.10105,49144.6774,5
22.575,78.63153796,17296.22037,49146.1537,5
22.576,78.62448801,17296.49647,49143.1292,5
22.577,78.6160139,17296.92909,49135.6416,5
22.578,78.60621982,17297.51612,49123.7881,5
22.579,78.59522566,17298.25332,49107.7259,5
22.58,78.58316566,17299.13416,49087.6598,5
22.581,78.57018692,17300.14968,49063.8398,5
22.582,78.55644772,17301.28849,49036.5674,5
22.583,78.5421158,17302.53685,49006.1908,5
22.584,78.52736649,17303.87881,48973.0911,5
22.585,78.51238072,17305.29653,48937.6797,5
22.586,78.49734293,17306.77064,48900.4014,5
22.587,78.48243896,17308.28065,48861.7262,5
22.588,78.46785375,17309.80553,48822.1348,5
22.589,78.45376913,17311.32416,48782.1169,5
22.59,78.44036145,17312.81593,48742.1724,5
22.591,78.42779935,17314.26122,48702.801,5
22.592,78.4162415,17315.64183,48664.4879,5
22.593,78.40583443,17316.94134,48627.7036,5
22.594,78.39671055,17318.14537,48592.9056,5
22.595,78.38898627,17319.24168,48560.5259,5
22.596,78.38276039,17320.22028,48530.9591,5
22.597,78.37811273,17321.07331,48504.5656,5
22.598,78.37510302,17321.79494,48481.6727,5
22.599,78.3737701,17322.38122,48462.5621,5
22.6,78.37413142,17322.82986,48447.4621,5
22.601,78.37618287,17323.14007,48436.5545,5
22.602,78.37989894,17323.31231,48429.9752,5
22.603,78.38523309,17323.34822,48427.8034,5
22.604,78.39211853,17323.25048,48430.0585,5
22.605,78.40046916,17323.02274,48436.7101,5
22.606,78.41018077,17322.66966,48447.6788,5
22.607,78.42113251,17322.19695,48462.8269,5
22.608,78.43318843,17321.61142,48481.9621,5
22.609,78.44619926,17320.92115,48504.8479,5
22.61,78.46000424,17320.13556,48531.2053,5
22.611,78.47443313,17319.26549,48560.7064,5
22.612,78.48930823,17318.32324,48592.9821,5
22.613,78.50444651,17317.32253,48627.6342,5
22.614,78.51966175,17316.27837,48664.2372,5
22.615,78.53476674,17315.2069,48702.3345,5
22.616,78.54957551,17314.12512,48741.4488,5
22.617,78.56390553,17313.05053,48781.0957,5
22.618,78.5775799,17312.00083,48820.7845,5
22.619,78.59042956,17310.99346,48860.0165,5
22.62,78.60229535,17310.04527,48898.2978,5
22.621,78.61303003,17309.17211,48935.1523,5
22.622,78.62250017,17308.3885,48970.12,5
22.623,78.63058794,17307.70734,49002.7573,5
22.624,78.63719262,17307.1397,49032.6512,5
22.625,78.64223199,17306.69468,49059.4291,5
22.626,78.64564345,17306.37933,49082.7543,5
22.627,78.64738488,17306.19868,49102.3271,5
22.628,78.64743521,17306.15583,49117.8986,5
22.629,78.64579472,17306.25204,49129.2754,5
22.63,78.64248502,17306.48692,49136.3127,5
22.631,78.63754871,17306.85859,49138.9155,5
22.632,78.63104882,17307.3638,49137.0491,5
22.633,78.62306788,17307.99808,49130.739,5
22.634,78.61370683,17308.75581,49120.0614,5
22.635,78.60308363,17309.63027,49105.1438,5
22.636,78.59133172,17310.61363,49086.172,5
22.637,78.57859828,17311.69695,49063.385,5
22.638,78.56504234,17312.87012,49037.0638,5
22.639,78.55083283,17314.12183,49007.5304,5
22.64,78.53614649,17315.43953,48975.1529,5
22.641,78.5211657,17316.80943,48940.3359,5
22.642,78.50607635,17318.21656,48903.5072,5
22.643,78.4910656,17319.64483,48865.1184,5
22.644,78.47631968,17321.07723,48825.6465,5
22.645,78.4620217,17322.49605,48785.5814,5
22.646,78.44834946,17323.88314,48745.4132,5
22.647,78.43547333,17325.22036,48705.6337,5
22.648,78.42355418,17326.48987,48666.7364,5
22.649,78.41274139,17327.67462,48629.2016,5
22.65,78.40317095,17328.75872,48593.4862,5
22.651,78.3949637,17329.72784,48560.0273,5
22.652,78.38822374,17330.56951,48529.2402,5
22.653,78.38303698,17331.27337,48501.5038,5
22.654,78.37946999,17331.83137,48477.1542,5
22.655,78.37756895,17332.23781,48456.4903,5
22.656,78.37735903,17332.48936,48439.7702,5
22.657,78.37884396,17332.58495,48427.1994,5
22.658,78.38200588,17332.52561,48418.9286,5
22.659,78.3868056,17332.31428,48415.061,5
22.66,78.39318306,17331.9555,48415.6496,5
22.661,78.40105818,17331.45523,48420.6874,5
22.662,78.41033191,17330.82052,48430.1097,5
22.663,78.42088765,17330.05933,48443.8043,5
22.664,78.43259286,17329.18029,48461.6089,5
22.665,78.44530082,17328.19263,48483.3049,5
22.666,78.45885268,17327.10607,48508.6236,5
22.667,78.47307953,17325.93082,48537.2585,5
22.668,78.48780464,17324.67761,48568.8627,5
22.669,78.50284571,17323.35778,48603.046,5
22.67,78.51801719,17321.98331,48639.3861,5
22.671,78.53313251,17320.56694,48677.4401,5
22.672,78.54800638,17319.12218,48716.7429,5
22.673,78.56245698,17317.66332,48756.8062,5
22.674,78.57630805,17316.20541,48797.1338,5
22.675,78.58939096,17314.7641,48837.232,5
22.676,78.60154662,17313.35546,48876.6065,5
22.677,78.61262729,17311.99581,48914.7653,5
22.678,78.62249832,17310.70134,48951.2344,5
22.679,78.63103965,17309.48781,48985.5658,5
22.68,78.63814725,17308.3702,49017.3337,5
22.681,78.64373439,17307.36235,49046.139,5
22.682,78.64773266,17306.47656,49071.624,5
22.683,78.6500929,17305.72337,49093.4767,5
22.684,78.65078588,17305.11123,49111.4257,5
22.685,78.6498027,17304.64635,49125.2449,5
22.686,78.64715508,17304.33262,49134.7655,5
22.687,78.64287524,17304.17154,49139.8761,5
22.688,78.63701565,17304.1623,49140.5154,5
22.689,78.62964844,17304.30189,49136.6758,5
22.69,78.62086456,17304.58524,49128.4126,5
22.691,78.6107727,17305.00543,49115.8385,5
22.692,78.59949793,17305.5539,49099.1142,5
22.693,78.58718016,17306.22065,49078.4514,5
22.694,78.57397233,17306.99449,49054.118,5
22.695,78.56003854,17307.86319,49026.4278,5
22.696,78.54555186,17308.81366,48995.7293,5
22.697,78.53069225,17309.83208,48962.4091,5
22.698,78.51564418,17310.90402,48926.8925,5
22.699,78.5005944,17312.01452,48889.6301,5
22.7,78.48572959,17313.14818,48851.087,5
22.701,78.47123404,17314.28924,48811.7456,5
22.702,78.45728743,17315.42166,48772.1036,5
22.703,78.44406267,17316.52928,48732.6582,5
22.704,78.43172376,17317.5959,48693.8979,5
22.705,78.42042391,17318.60557,48656.3058,5
22.706,78.41030364,17319.54274,48620.355,5
22.707,78.4014891,17320.39258,48586.493,5
22.708,78.39409057,17321.14125,48555.1366,5
22.709,78.38820106,17321.7762,48526.6766,5
22.71,78.38389514,17322.28645,48501.4714,5
22.711,78.38122802,17322.66291,48479.8339,5
22.712,78.38023471,17322.89855,48462.0299,5
22.713,78.38092955,17322.98865,48448.2835,5
22.714,78.3833059,17322.93085,48438.7719,5
22.715,78.38733613,17322.72523,48433.6139,5
22.716,78.39297182,17322.37429,48432.8733,5
22.717,78.40014431,17321.88282,48436.5657,5
22.718,78.40876547,17321.25772,48444.6537,5
22.719,78.41872873,17320.5078,48457.039,5
22.72,78.42991042,17319.64347,48473.5702,5
22.721,78.44217133,17318.67647,48494.0513,5
22.722,78.45535852,17317.61956,48518.2371,5
22.723,78.46930726,17316.48623,48545.8295,5
22.724,78.48384325,17315.29047,48576.4898,5
22.725,78.49878487,17314.04652,48609.8474,5
22.726,78.51394558,17312.76874,48645.4954,5
22.727,78.52913634,17311.47149,48682.9921,5
22.728,78.54416806,17310.16902,48721.8755,5
22.729,78.55885403,17308.87549,48761.6713,5
22.73,78.57301224,17307.60491,48801.8896,5
22.731,78.58646769,17306.37119,48842.0293,5
22.732,78.59905449,17305.18808,48881.5941,5
22.733,78.61061784,17304.0692,48920.0986,5
22.734,78.6210159,17303.02795,48957.0653,5
22.735,78.63012138,17302.07744,48992.0311,5
22.736,78.63782306,17301.23034,49024.5626,5
22.737,78.64402698,17300.49872,49054.2594,5
22.738,78.64865754,17299.89377,49080.7507,5
22.739,78.65165833,17299.42561,49103.7023,5
22.74,78.65299278,17299.10296,49122.8302,5
22.741,78.6526446,17298.93288,49137.8996,5
22.742,78.65061798,17298.92053,49148.7203,5
22.743,78.64693756,17299.0689,49155.1535,5
22.744,78.64164826,17299.37872,49157.122,5
22.745,78.63481475,17299.84827,49154.6048,5
22.746,78.62652083,17300.47341,49147.6303,5
22.747,78.61686844,17301.24757,49136.2831,5
22.748,78.60597655,17302.16194,49120.7089,5
22.749,78.59397975,17303.20561,49101.105,5
22.75,78.5810267,17304.36581,49077.7124,5
22.751,78.56727825,17305.62826,49050.8213,5
22.752,78.55290554,17306.97743,49020.7715,5
22.753,78.53808781,17308.3969,48987.9385,5
22.754,78.52301016,17309.86968,48952.7265,5
22.755,78.50786116,17311.37855,48915.5722,5
22.756,78.49283042,17312.9063,48876.9411,5
22.757,78.47810617,17314.43595,48837.3116,5
22.758,78.46387279,17315.95101,48797.1694,5
22.759,78.45030849,17317.43556,48757.0103,5
22.76,78.43758295,17318.87438,48717.3336,5
22.761,78.42585523,17320.25306,48678.6263,5
22.762,78.41527171,17321.55801,48641.3597,5
22.763,78.40596434,17322.77656,48605.9917,5
22.764,78.39804894,17323.89698,48572.9595,5
22.765,78.39162385,17324.90856,48542.6649,5
22.766,78.38676876,17325.80169,48515.4736,5
22.767,78.38354375,17326.56794,48491.7191,5
22.768,78.38198864,17327.20018,48471.6942,5
22.769,78.38212252,17327.69269,48455.6395,5
22.77,78.38394358,17328.04132,48443.7462,5
22.771,78.38742917,17328.24358,48436.1612,5
22.772,78.39253607,17328.29879,48432.9788,5
22.773,78.39920105,17328.20811,48434.2325,5
22.774,78.40734163,17327.97463,48439.903,5
22.775,78.41685706,17327.60339,48449.9234,5
22.776,78.42762957,17327.10129,48464.1715,5
22.777,78.43952579,17326.477,48482.4664,5
22.778,78.45239833,17325.74083,48504.5807,5
22.779,78.46608768,17324.90453,48530.2455,5
22.78,78.4804241,17323.98104,48559.1439,5
22.781,78.49522978,17322.98426,48590.9138,5
22.782,78.51032107,17321.92878,48625.1609,5
