time,Inputshaft_rpm,InputShaft_torque,Propeller_torque,ShipSpeed
37.452,78.47775329,17319.82751,48806.3537,5
37.453,78.4643001,17321.1262,48766.4142,5
37.454,78.45170808,17322.3749,48727.0512,5
37.455,78.44013425,17323.55768,48688.7539,5
37.456,78.42972307,17324.65958,48651.9988,5
37.457,78.42060462,17325.66686,48617.2363,5
37.458,78.41289289,17326.56711,48584.8915,5
37.459,78.40668439,17327.34943,48555.3659,5
37.46,78.40205685,17328.00457,48529.0254,5
37.461,78.39906828,17328.52498,48506.19,5
37.462,78.39775616,17328.9049,48487.1378,5
37.463,78.398137,17329.14042,48472.107,5
37.464,78.40020612,17329.22943,48461.2841,5
37.465,78.40393767,17329.17166,48454.7978,5
37.466,78.40928499,17328.96861,48452.7268,5
37.467,78.41618123,17328.62351,48455.1017,5
37.468,78.42454013,17328.14123,48461.8944,5
37.469,78.43425721,17327.5282,48473.0178,5
37.47,78.44521103,17326.79231,48488.3359,5
37.471,78.4572648,17325.94278,48507.666,5
37.472,78.47026809,17324.99008,48530.7705,5
37.473,78.48405875,17323.94575,48557.3616,5
37.474,78.49846493,17322.82232,48587.1138,5
37.475,78.51330731,17321.63314,48619.6651,5
37.476,78.52840131,17320.39229,48654.613,5
37.477,78.54355939,17319.11436,48691.5222,5
37.478,78.55859344,17317.81441,48729.9387,5
37.479,78.57331706,17316.50773,48769.3909,5
37.48,78.5875479,17315.20976,48809.3874,5
37.481,78.60110991,17313.93588,48849.4281,5
37.482,78.61383547,17312.70132,48889.0184,5
37.483,78.62556745,17311.52092,48927.6687,5
37.484,78.63616113,17310.40906,48964.8939,5
37.485,78.64548594,17309.3794,49000.2268,5
37.486,78.65342707,17308.44479,49033.2296,5
37.487,78.65988679,17307.61708,49063.4922,5
37.488,78.66478568,17306.90695,49090.6317,5
37.489,78.66806356,17306.32377,49114.3063,5
37.49,78.66968019,17305.87546,49134.2238,5
37.491,78.66961577,17305.56834,49150.1358,5
37.492,78.66787118,17305.40703,49161.8385,5
37.493,78.66446794,17305.39437,49169.1848,5
37.494,78.65944794,17305.53129,49172.0873,5
37.495,78.65287299,17305.8168,49170.5102,5
37.496,78.64482404,17306.24799,49164.4694,5
37.497,78.63540018,17306.81996,49154.0417,5
37.498,78.62471752,17307.52594,49139.3631,5
37.499,78.61290771,17308.35731,49120.6173,5
37.5,78.60011643,17309.3037,49098.0355,5
37.501,78.58650155,17310.35316,49071.9025,5
37.502,78.57223126,17311.49226,49042.55,5
37.503,78.55748202,17312.70633,49010.3434,5
37.504,78.54243636,17313.97963,48975.6813,5
37.505,78.52728068,17315.29562,48938.9986,5
37.506,78.51220295,17316.63714,48900.7562,5
37.507,78.49739034,17317.98673,48861.4271,5
37.508,78.48302696,17319.32684,48821.4966,5
37.509,78.46929148,17320.64011,48781.4635,5
37.51,78.45635496,17321.90962,48741.8267,5
37.511,78.44437867,17323.11913,48703.0729,5
37.512,78.43351204,17324.25328,48665.6784,5
37.513,78.42389078,17325.29786,48630.1088,5
37.514,78.41563515,17326.23992,48596.8043,5
37.515,78.40884842,17327.06799,48566.1707,5
37.516,78.40361556,17327.77217,48538.5836,5
37.517,78.40000211,17328.34427,48514.3866,5
37.518,78.39805341,17328.77785,48493.8776,5
37.519,78.39779391,17329.06829,48477.3041,5
37.52,78.39922695,17329.2128,48464.8696,5
37.521,78.40233466,17329.21042,48456.7313,5
37.522,78.40707819,17329.06199,48452.989,5
37.523,78.41339823,17328.77009,48453.6848,5
37.524,78.42121573,17328.33898,48458.8117,5
37.525,78.43043296,17327.77452,48468.3115,5
37.526,78.44093472,17327.08405,48482.067,5
37.527,78.45258983,17326.27631,48499.906,5
37.528,78.46525278,17325.3613,48521.6118,5
37.529,78.47876562,17324.35018,48546.9222,5
37.53,78.49295993,17323.25512,48575.524,5
37.531,78.50765894,17322.08919,48607.0619,5
37.532,78.52267978,17320.86618,48641.1502,5
37.533,78.53783578,17319.60053,48677.3721,5
37.534,78.55293875,17318.30712,48715.2769,5
37.535,78.56780138,17317.00119,48754.3928,5
37.536,78.58223952,17315.69812,48794.2389,5
37.537,78.59607448,17314.41335,48834.3236,5
37.538,78.6091352,17313.16217,48874.1449,5
37.539,78.62126036,17311.9596,48913.2053,5
37.54,78.63230033,17310.82021,48951.0225,5
37.541,78.64211901,17309.75794,48987.1264,5
37.542,78.65059545,17308.78597,49021.0617,5
37.543,78.65762532,17307.91656,49052.4033,5
37.544,78.66312215,17307.16083,49080.7637,5
37.545,78.66701841,17306.52868,49105.7879,5
37.546,78.66926624,17306.02858,49127.1581,5
37.547,78.66983809,17305.66748,49144.6068,5
37.548,78.66872699,17305.45066,49157.9197,5
37.549,78.66594669,17305.38163,49166.9292,5
37.55,78.66153144,17305.46204,49171.5184,5
37.551,78.65553559,17305.69166,49171.6314,5
37.552,78.64803295,17306.06828,49167.2715,5
37.553,78.63911589,17306.58775,49158.4923,5
37.554,78.62889424,17307.24402,49145.4006,5
37.555,78.61749397,17308.02915,49128.1635,5
37.556,78.60505563,17308.93341,49107.0014,5
37.557,78.59173272,17309.94543,49082.1772,5
37.558,78.57768976,17311.05233,49053.9989,5
37.559,78.56310033,17312.23988,49022.8223,5
37.56,78.54814493,17313.49271,48989.0404,5
37.561,78.53300877,17314.79457,48953.0715,5
37.562,78.51787949,17316.12849,48915.3613,5
37.563,78.50294484,17317.47711,48876.3835,5
37.564,78.48839036,17318.82286,48836.6246,5
37.565,78.47439703,17320.1483,48796.5741,5
37.566,78.46113907,17321.43631,48756.7268,5
37.567,78.44878168,17322.67036,48717.5804,5
37.568,78.43747899,17323.83473,48679.6198,5
37.569,78.42737212,17324.91476,48643.3091,5
37.57,78.41858735,17325.897,48609.0957,5
37.571,78.41123454,17326.7694,48577.4056,5
37.572,78.40540572,17327.52146,48548.6284,5
37.573,78.40117389,17328.14433,48523.1137,5
37.574,78.39859209,17328.63089,48501.1757,5
37.575,78.39769273,17328.97585,48483.0881,5
37.576,78.39848714,17329.17572,48469.072,5
37.577,78.40096546,17329.22885,48459.2955,5
37.578,78.40509672,17329.13541,48453.8804,5
37.579,78.41082927,17328.89731,48452.8976,5
37.58,78.41809141,17328.51821,48456.3576,5
37.581,78.42679233,17328.00335,48464.2148,5
37.582,78.43682327,17327.35954,48476.376,5
37.583,78.44805892,17326.59501,48492.6962,5
37.584,78.46035895,17325.71928,48512.9725,5
37.585,78.47356991,17324.7431,48536.9533,5
37.586,78.48752708,17323.67827,48564.3478,5
37.587,78.50205659,17322.53753,48594.822,5
37.588,78.51697761,17321.33443,48627.9968,5
37.589,78.53210462,17320.08316,48663.4613,5
37.59,78.54724975,17318.79846,48700.782,5
37.591,78.56222506,17317.49545,48739.4991,5
37.592,78.57684496,17316.18948,48779.1289,5
37.593,78.59092842,17314.89599,48819.1791,5
37.594,78.60430125,17313.63032,48859.1569,5
37.595,78.6167982,17312.40764,48898.5656,5
37.596,78.62826502,17311.24269,48936.9101,5
37.597,78.63856028,17310.14967,48973.7126,5
37.598,78.64755712,17309.14208,49008.518,5
37.599,78.65514478,17308.23254,49040.8909,5
37.6,78.66122991,17307.43261,49070.4221,5
37.601,78.66573771,17306.75268,49096.7429,5
37.602,78.6686128,17306.20177,49119.528,5
37.603,78.66981991,17305.78742,49138.4903,5
37.604,78.66934428,17305.51556,49153.388,5
37.605,78.66719182,17305.39037,49164.0367,5
37.606,78.66338908,17305.41423,49170.3068,5
37.607,78.65798287,17305.58761,49172.1176,5
37.608,78.65103975,17305.90905,49169.4433,5
37.609,78.64264518,17306.37514,49162.3211,5
37.61,78.63290255,17306.98054,49150.8441,5
37.611,78.6219319,17307.71801,49135.1536,5
37.612,78.60986845,17308.57849,49115.4441,5
37.613,78.59686102,17309.55122,49091.967,5
37.614,78.5830702,17310.62386,49065.0191,5
37.615,78.56866638,17311.78266,49034.9339,5
37.616,78.55382771,17313.01269,49002.086,5
37.617,78.53873788,17314.29797,48966.8902,5
37.618,78.52358389,17315.62179,48929.7866,5
37.619,78.50855371,17316.9669,48891.2331,5
37.62,78.493834,17318.31579,48851.7088,5
37.621,78.47960773,17319.65093,48811.7089,5
37.622,78.46605193,17320.95505,48771.7297,5
37.623,78.45333546,17322.21137,48732.2618,5
37.624,78.44161689,17323.40385,48693.7938,5
37.625,78.43104245,17324.51739,48656.8054,5
37.626,78.42174424,17325.53806,48621.7517,5
37.627,78.41383851,17326.45328,48589.0605,5
37.628,78.40742417,17327.25193,48559.1356,5
37.629,78.40258153,17327.92454,48532.3493,5
37.63,78.39937127,17328.46333,48509.0289,5
37.631,78.39783366,17328.8623,48489.4568,5
37.632,78.39798803,17329.11728,48473.876,5
37.633,78.39983254,17329.22592,48462.4816,5
37.634,78.40334414,17329.18772,48455.4106,5
37.635,78.40847894,17329.00394,48452.747,5
37.636,78.41517273,17328.67758,48454.5273,5
37.637,78.4233418,17328.2133,48460.7331,5
37.638,78.43288402,17327.61732,48471.2852,5
37.639,78.44368015,17326.89734,48486.0523,5
37.64,78.45559533,17326.06243,48504.858,5
37.641,78.46848087,17325.12287,48527.4737,5
37.642,78.48217604,17324.09008,48553.6175,5
37.643,78.4965102,17322.97647,48582.9673,5
37.644,78.51130487,17321.79528,48615.1663,5
37.645,78.52637605,17320.5605,48649.8186,5
37.646,78.54153647,17319.28667,48686.4922,5
37.647,78.55659795,17317.98879,48724.734,5
37.648,78.57137373,17316.68212,48764.0753,5
37.649,78.58568079,17315.38209,48804.028,5
37.65,78.59934211,17314.10411,48844.0923,5
37.651,78.61218881,17312.86342,48883.771,5
37.652,78.62406225,17311.67495,48922.5746,5
37.653,78.63481596,17310.55312,48960.0182,5
37.654,78.64431737,17309.51171,48995.6306,5
37.655,78.65244948,17308.56369,49028.9687,5
37.656,78.65911221,17307.72105,49059.6199,5
37.657,78.66422363,17306.99464,49087.1981,5
37.658,78.66772094,17306.394,49111.3542,5
37.659,78.66956121,17305.92727,49131.7886,5
37.66,78.66972188,17305.60097,49148.2485,5
37.661,78.66820106,17305.41998,49160.5243,5
37.662,78.66501752,17305.38736,49168.4594,5
37.663,78.66021047,17305.5043,49171.9583,5
37.664,78.65383907,17305.77009,49170.9801,5
37.665,78.64598178,17306.18205,49165.5335,5
37.666,78.63673532,17306.73556,49155.6855,5
37.667,78.62621361,17307.42409,49141.5648,5
37.668,78.61454631,17308.23927,49123.3503,5
37.669,78.60187732,17309.17095,49101.2664,5
37.67,78.58836298,17310.20739,49075.5898,5
37.671,78.57417024,17311.33533,49046.6465,5
37.672,78.55947455,17312.54028,49014.7991,5
37.673,78.54445778,17313.80661,48980.4413,5
37.674,78.52930594,17315.11788,48944.0023,5
37.675,78.51420691,17316.457,48905.9406,5
37.676,78.49934812,17317.80653,48866.7292,5
37.677,78.4849142,17319.14893,48826.851,5
37.678,78.47108471,17320.46678,48786.8023,5
37.679,78.45803183,17321.74311,48747.0835,5
37.68,78.44591827,17322.96155,48708.1842,5
37.681,78.43489515,17324.10663,48670.5813,5
37.682,78.42510012,17325.16396,48634.7411,5
37.683,78.4166556,17326.12042,48601.1091,5
37.684,78.40966721,17326.96434,48570.0968,5
37.685,78.40422243,17327.6856,48542.0821,5
37.686,78.40038947,17328.27577,48517.413,5
37.687,78.39821638,17328.72817,48496.3954,5
37.688,78.39773045,17329.03794,48479.2839,5
37.689,78.39893784,17329.20206,48466.286,5
37.69,78.40182351,17329.21931,48457.5658,5
37.691,78.4063514,17329.09029,48453.2323,5
37.692,78.41246488,17328.81736,48453.3349,5
37.693,78.4200875,17328.40455,48457.8716,5
37.694,78.42912395,17327.85752,48466.7918,5
37.695,78.43946128,17327.18342,48479.9875,5
37.696,78.45097036,17326.3908,48497.2929,5
37.697,78.4635075,17325.48951,48518.4959,5
37.698,78.4769163,17324.49056,48543.3409,5
37.699,78.49102959,17323.40598,48571.5227,5
37.7,78.50567162,17322.24874,48602.6905,5
37.701,78.52066021,17321.03254,48636.4611,5
37.702,78.53580902,17319.77173,48672.4227,5
37.703,78.55092997,17318.48116,48710.1298,5
37.704,78.56583548,17317.17601,48749.1121,5
37.705,78.58034084,17315.87167,48788.8884,5
37.706,78.59426651,17314.58356,48828.9697,5
37.707,78.60744029,17313.32702,48868.8556,5
37.708,78.61969943,17312.1171,48908.0464,5
37.709,78.63089264,17310.96843,48946.0568,5
37.71,78.6408819,17309.89507,48982.4161,5
37.711,78.64954416,17308.91031,49016.6672,5
37.712,78.65677278,17308.02652,49048.379,5
37.713,78.66247885,17307.25499,49077.1585,5
37.714,78.66659225,17306.6058,49102.6478,5
37.715,78.66906244,17306.08762,49124.5237,5
37.716,78.66985915,17305.70759,49142.5101,5
37.717,78.66897265,17305.47124,49156.3858,5
37.718,78.66641392,17305.38232,49165.9785,5
37.719,78.66221448,17305.44273,49171.1637,5
37.72,78.65642603,17305.65248,49171.876,5
37.721,78.64911983,17306.00965,49168.1113,5
37.722,78.64038583,17306.51034,49159.9179,5
37.723,78.63033159,17307.14874,49147.3948,5
37.724,78.61908101,17307.91717,49130.7,5
37.725,78.6067728,17308.80613,49110.0475,5
37.726,78.59355882,17309.80446,49085.6962,5
37.727,78.57960223,17310.89947,49057.9472,5
37.728,78.56507552,17312.0771,49027.149,5
37.729,78.55015839,17313.32213,48993.691,5
37.73,78.53503555,17314.6184,48957.9896,5
37.731,78.51989446,17315.94904,48920.4858,5
37.732,78.50492298,17317.2967,48881.6489,5
37.733,78.49030709,17318.64385,48841.9657,5
37.734,78.4762285,17319.973,48801.9262,5
37.735,78.46286247,17321.26698,48762.0232,5
37.736,78.45037552,17322.50916,48722.7541,5
37.737,78.43892339,17323.68372,48684.6074,5
37.738,78.42864904,17324.77582,48648.0505,5
37.739,78.41968083,17325.77186,48613.5318,5
37.74,78.4121309,17326.65958,48581.4803,5
37.741,78.40609373,17327.42827,48552.2926,5
37.742,78.40164494,17328.06885,48526.3235,5
37.743,78.39884026,17328.57398,48503.8906,5
37.744,78.39771491,17328.9381,48485.2738,5
37.745,78.39828305,17329.1575,48470.7028,5
37.746,78.40053763,17329.23027,48460.3521,5
37.747,78.40445051,17329.15633,48454.3487,5
37.748,78.40997275,17328.93739,48452.7709,5
37.749,78.4170353,17328.57686,48455.6388,5
37.75,78.42554984,17328.07978,48462.9132,5
37.751,78.43540993,17327.45276,48474.5062,5
37.752,78.44649236,17326.70383,48490.2804,5
37.753,78.45865875,17325.84237,48510.0419,5
37.754,78.47175727,17324.87895,48533.5441,5
37.755,78.48562459,17323.82525,48560.5003,5
37.756,78.50008794,17322.69388,48590.5833,5
37.757,78.51496729,17321.49829,48623.4209,5
37.758,78.53007763,17320.25262,48658.6045,5
37.759,78.54523123,17318.97152,48695.7026,5
37.76,78.56024007,17317.67007,48734.2603,5
37.761,78.57491807,17316.3636,48773.7971,5
37.762,78.58908349,17315.06754,48813.8199,5
37.763,78.60256108,17313.79727,48853.8354,5
37.764,78.61518429,17312.56797,48893.3489,5
37.765,78.62679728,17311.39446,48931.8644,5
37.766,78.6372568,17310.29103,48968.9,5
37.767,78.64643397,17309.27127,49003.9974,5
37.768,78.65421577,17308.34792,49036.7197,5
37.769,78.66050647,17307.53271,49066.6536,5
37.77,78.66522873,17306.83619,49093.4233,5
37.771,78.66832453,17306.26756,49116.6979,5
37.772,78.66975589,17305.83458,49136.1862,5
37.773,78.66950527,17305.54339,49151.6398,5
37.774,78.66757585,17305.39842,49162.8649,5
37.775,78.66399141,17305.40228,49169.7254,5
37.776,78.65879609,17305.55572,49172.1352,5
37.777,78.65205384,17305.85752,49170.0602,5
37.778,78.64384766,17306.30455,49163.5279,5
37.779,78.63427861,17306.89171,49152.6253,5
37.78,78.62346458,17307.61201,49137.4883,5
37.781,78.61153885,17308.45663,49118.3031,5
37.782,78.59864853,17309.41504,49095.3128,5
37.783,78.58495274,17310.47509,49068.8099,5
37.784,78.57062069,17311.62322,49039.1238,5
37.785,78.55582961,17312.84463,49006.6223,5
37.786,78.54076257,17314.12348,48971.7146,5
37.787,78.52560626,17315.44314,48934.8397,5
37.788,78.51054868,17316.78641,48896.4533,5
37.789,78.49577677,17318.13581,48857.0305,5
37.79,78.48147415,17319.4738,48817.0647,5
37.791,78.46781876,17320.78306,48777.0541,5
37.792,78.45498068,17322.04672,48737.4901,5
37.793,78.44311997,17323.24862,48698.8605,5
37.794,78.43238464,17324.37355,48661.6467,5
37.795,78.42290876,17325.4074,48626.309,5
37.796,78.4148108,17326.33739,48593.2787,5
37.797,78.40819205,17327.15221,48562.9617,5
37.798,78.40313539,17327.84216,48535.7354,5
37.799,78.39970416,17328.39922,48511.9345,5
37.8,78.39794141,17328.81716,48491.8471,5
37.801,78.39786929,17329.09156,48475.7202,5
37.802,78.39948876,17329.21984,48463.7564,5
37.803,78.40277963,17329.20123,48456.1019,5
37.804,78.40770077,17329.03678,48452.8466,5
37.805,78.41419062,17328.72924,48454.0323,5
37.806,78.42216803,17328.28307,48459.6494,5
37.807,78.43153326,17327.70428,48469.6276,5
37.808,78.44216927,17327.00039,48483.841,5
37.809,78.45394321,17326.18026,48502.1184,5
37.81,78.46670812,17325.25406,48524.2397,5
37.811,78.48030476,17324.23304,48549.9304,5
37.812,78.49456369,17323.12948,48578.8719,5
37.813,78.50930737,17321.95654,48610.7115,5
37.814,78.52435239,17320.72809,48645.06,5
37.815,78.53951178,17319.45862,48681.49,5
37.816,78.55459735,17318.16308,48719.5491,5
37.817,78.56942202,17316.85669,48758.7706,5
37.818,78.58380213,17315.55489,48798.6704,5
37.819,78.59755973,17314.27308,48838.7493,5
37.82,78.61052474,17313.02654,48878.508,5
37.821,78.62253703,17311.83024,48917.4562,5
37.822,78.6334484,17310.69869,48955.1093,5
37.823,78.64312432,17309.64577,48990.9934,5
37.824,78.65144562,17308.68456,49024.66,5
37.825,78.6583099,17307.82718,49055.6926,5
37.826,78.66363273,17307.08465,49083.7028,5
37.827,78.6673487,17306.46671,49108.3354,5
37.828,78.6694122,17305.98166,49129.2826,5
37.829,78.66979792,17305.63628,49146.2863,5
37.83,78.66850121,17305.43566,49159.132,5
37.831,78.66553808,17305.3831,49167.6547,5
37.832,78.66094502,17305.48005,49171.7495,5
37.833,78.65477859,17305.72606,49171.3698,5
37.834,78.64711468,17306.11871,49166.5184,5
37.835,78.63804766,17306.65364,49157.253,5
37.836,78.62768922,17307.32458,49143.6934,5
37.837,78.616167,17308.12338,49126.0138,5
37.838,78.60362309,17309.04014,49104.4328,5
37.839,78.59021229,17310.06331,49079.2187,5
37.84,78.57610023,17311.17985,49050.6911,5
37.841,78.56146135,17312.37538,49019.2097,5
37.842,78.54647679,17313.63445,48985.1639,5
37.843,78.53133214,17314.9407,48948.9771,5
37.844,78.51621517,17316.2771,48911.1045,5
37.845,78.5013135,17317.62626,48872.019,5
37.846,78.48681227,17318.97062,48832.202,5
37.847,78.47289183,17320.29276,48792.1471,5
37.848,78.45972551,17321.5756,48752.3549,5
37.849,78.44747737,17322.80269,48713.3183,5
37.85,78.43630022,17323.95844,48675.5154,5
37.851,78.42633362,17325.02829,48639.4131,5
37.852,78.41770209,17325.99895,48605.4607,5
37.853,78.41051361,17326.85853,48574.0759,5
37.854,78.40485814,17327.59671,48545.6404,5
37.855,78.40080651,17328.20482,48520.505,5
37.856,78.39840953,17328.67596,48498.9829,5
37.857,78.39769728,17329.00501,48481.3367,5
37.858,78.39867875,17329.18871,48467.7791,5
37.859,78.40134174,17329.22559,48458.4789,5
37.86,78.40565297,17329.11602,48453.5545,5
37.861,78.41155853,17328.86213,48453.0639,5
37.862,78.41898456,17328.46773,48457.0101,5
37.863,78.42783821,17327.93825,48465.3488,5
37.864,78.43800881,17327.28067,48477.9812,5
37.865,78.44936929,17326.50335,48494.7492,5
37.866,78.46177782,17325.61597,48515.4452,5
37.867,78.47507958,17324.62939,48539.8195,5
37.868,78.48910872,17323.55553,48567.5746,5
37.869,78.50369051,17322.40721,48598.3654,5
37.87,78.5186435,17321.19807,48631.8114,5
37.871,78.53378177,17319.94238,48667.5046,5
37.872,78.54891734,17318.65491,48705.0053,5
37.873,78.56386242,17317.35082,48743.8454,5
37.874,78.5784318,17316.04548,48783.5437,5
37.875,78.59244511,17314.75431,48823.6123,5
37.876,78.60572903,17313.49266,48863.5536,5
37.877,78.61811944,17312.27565,48902.8665,5
37.878,78.62946342,17311.11797,48941.0619,5
37.879,78.63962107,17310.03375,48977.6681,5
37.88,78.64846724,17309.03641,49012.227,5
37.881,78.65589302,17308.13844,49044.3024,5
37.882,78.66180708,17307.35129,49073.4948,5
37.883,78.6661367,17306.68521,49099.4429,5
37.884,78.66882873,17306.14907,49121.8194,5
37.885,78.66985012,17305.75022,49140.3401,5
37.886,78.66918842,17305.49441,49154.7757,5
37.887,78.66685181,17305.38562,49164.9488,5
37.888,78.6628691,17305.42603,49170.7288,5
37.889,78.65728933,17305.61589,49172.0407,5
37.89,78.65018118,17305.95353,49168.8722,5
37.891,78.64163216,17306.43533,49161.266,5
37.892,78.63174755,17307.05573,49149.3144,5
37.893,78.62064915,17307.80728,49133.1659,5
37.894,78.60847378,17308.68074,49113.0278,5
37.895,78.59537163,17309.66515,49089.1543,5
37.896,78.58150449,17310.74802,49061.8408,5
37.897,78.56704372,17311.91546,49031.4284,5
37.898,78.55216816,17313.1524,48998.3018,5
37.899,78.53706201,17314.44278,48962.8753,5
37.9,78.52191246,17315.76981,48925.5864,5
37.901,78.50690748,17317.11621,48886.8997,5
37.902,78.49223342,17318.46444,48847.3006,5
37.903,78.47807271,17319.797,48807.2804,5
37.904,78.46460159,17321.09666,48767.3311,5
37.905,78.45198787,17322.3467,48727.9483,5
37.906,78.44038885,17323.53117,48689.6234,5
37.907,78.42994931,17324.63511,48652.8282,5
37.908,78.42079966,17325.64472,48618.0122,5
37.909,78.4130543,17326.54757,48585.6066,5
37.91,78.40681014,17327.33273,48556.0143,5
37.911,78.40214538,17327.99089,48529.5964,5
37.912,78.39911846,17328.51448,48506.6741,5
37.913,78.39776737,17328.89771,48487.5322,5
37.914,78.39810911,17329.13659,48472.4089,5
37.915,78.40013946,17329.229,48461.4864,5
37.916,78.40383308,17329.17461,48454.8964,5
37.917,78.40914378,17328.97489,48452.7241,5
37.918,78.41600516,17328.63302,48454.9987,5
37.919,78.4243314,17328.15384,48461.6888,5
37.92,78.43401843,17327.54375,48472.7114,5
37.921,78.44494519,17326.8106,48487.9362,5
37.922,78.45697522,17325.96359,48507.1779,5
37.923,78.46995838,17325.01314,48530.1966,5
37.924,78.48373276,17323.97079,48556.7091,5
37.925,78.49812673,17322.84904,48586.3942,5
37.926,78.51296111,17321.66123,48618.8867,5
37.927,78.5280514,17320.42141,48653.782,5
37.928,78.54321013,17319.14418,48690.6498,5
37.929,78.55824915,17317.84457,48729.039,5
37.93,78.57298201,17316.53787,48768.4737,5
37.931,78.58722625,17315.23953,48808.4608,5
37.932,78.60080563,17313.96493,48848.5054,5
37.933,78.61355231,17312.72929,48888.1142,5
37.934,78.62530891,17311.54748,48926.7921,5
37.935,78.63593039,17310.43388,48964.0529,5
37.936,78.64528586,17309.40218,48999.4345,5
37.937,78.6532601,17308.46524,49032.4986,5
37.938,78.65975499,17307.63494,49062.8284,5
37.939,78.66469067,17306.92198,49090.0414,5
37.94,78.6680065,17306.33578,49113.8002,5
37.941,78.66966178,17305.88428,49133.8099,5
37.942,78.66963625,17305.57384,49149.8158,5
37.943,78.66793028,17305.40914,49161.6153,5
37.944,78.66456493,17305.39303,49169.0647,5
37.945,78.65958164,17305.5265,49172.0724,5
37.946,78.65304175,17305.80861,49170.5972,5
37.947,78.64502577,17306.23648,49164.6569,5
37.948,78.63563241,17306.80528,49154.331,5
37.949,78.62497737,17307.50826,49139.7503,5
37.95,78.613192,17308.33684,49121.094,5
37.951,78.60042164,17309.28071,49098.5962,5
37.952,78.58682391,17310.32793,49072.5438,5
37.953,78.57256679,17311.46513,49043.2629,5
37.954,78.55782656,17312.67764,49011.1155,5
37.955,78.54278566,17313.94976,48976.5043,5
37.956,78.5276304,17315.26495,48939.8656,5
37.957,78.51254875,17316.60608,48901.6546,5
37.958,78.49772794,17317.95569,48862.3426,5
37.959,78.48335214,17319.29621,48822.42,5
37.96,78.4696002,17320.6103,48782.3863,5
37.961,78.45664338,17321.88101,48742.7348,5
37.962,78.44464319,17323.09207,48703.9525,5
37.963,78.43374935,17324.22813,48666.5217,5
37.964,78.42409792,17325.27493,48630.9074,5
37.965,78.41580953,17326.21949,48597.5452,5
37.966,78.40898787,17327.05031,48566.8432,5
37.967,78.40371832,17327.75745,48539.1828,5
37.968,78.4000669,17328.33268,48514.9062,5
37.969,78.3980794,17328.76951,48494.3078,5
37.97,78.39778079,17329.06329,48477.6389,5
37.971,78.39917488,17329.21119,48465.1084,5
37.972,78.40224428,17329.2122,48456.8714,5
37.973,78.40695064,17329.06711,48453.0253,5
37.974,78.4132351,17328.77849,48453.6169,5
37.975,78.42101907,17328.35053,48458.6437,5
37.976,78.43020522,17327.78907,48468.0452,5
37.977,78.44067875,17327.10141,48481.7022,5
37.978,78.45230881,17326.29627,48499.4479,5
37.979,78.46495024,17325.38361,48521.0694,5
37.98,78.47844532,17324.37458,48546.301,5
37.981,78.49262586,17323.28131,48574.8283,5
37.982,78.50731526,17322.11685,48606.3018,5
37.983,78.52233078,17320.895,48640.3385,5
37.984,78.53748577,17319.63017,48676.5165,5
37.985,78.55259209,17318.33723,48714.385,5
37.986,78.56746236,17317.03141,48753.4783,5
37.987,78.58191234,17315.7281,48793.3158,5
37.988,78.59576319,17314.44273,48833.4003,5
37.989,78.60884364,17313.1906,48873.2306,5
37.99,78.62099213,17311.98674,48912.3148,5
37.991,78.63205875,17310.84572,48950.1686,5
37.992,78.64190705,17309.78152,48986.3163,5
37.993,78.65041571,17308.80732,49020.3042,5
37.994,78.65748002,17307.93541,49051.7115,5
37.995,78.66301309,17307.17694,49080.1469,5
37.996,78.66694691,17306.54183,49105.2505,5
37.997,78.66923319,17306.0386,49126.7063,5
37.998,78.66984388,17305.67422,49144.2498,5
37.999,78.66877156,17305.45402,49157.662,5
38,78.66602949,17305.38154,49166.7705,5
38.001,78.66165145,17305.4585,49171.461,5
38.002,78.65569132,17305.68468,49171.6796,5
38.003,78.64822249,17306.05795,49167.424,5
38.004,78.63933692,17306.57418,49158.7436,5
38.005,78.62914402,17307.22738,49145.7487,5
38.006,78.61776942,17308.00962,49128.6074,5
38.007,78.60535337,17308.91125,49107.5339,5
38.008,78.59204906,17309.92093,49082.7884,5
38.009,78.5780208,17311.02579,49054.6832,5
38.01,78.56344198,17312.21164,49023.5742,5
38.011,78.54849295,17313.46315,48989.8479,5
38.012,78.53335885,17314.76406,48953.9219,5
38.013,78.51822729,17316.09743,48916.2469,5
38.014,78.50328604,17317.4459,48877.2955,5
38.015,78.48872072,17318.79192,48837.5486,5
38.016,78.47471244,17320.11802,48797.4967,5
38.017,78.4614356,17321.40708,48757.64,5
38.018,78.44905564,17322.64255,48718.4743,5
38.019,78.43772695,17323.8087,48680.4798,5
38.02,78.42759099,17324.89083,48644.1237,5
38.021,78.4187744,17325.87546,48609.8585,5
38.022,78.41138743,17326.75052,48578.1075,5
38.023,78.40552252,17327.50547,48549.2574,5
38.024,78.40125315,17328.1314,48523.6619,5
38.025,78.39863281,17328.62118,48501.6399,5
38.026,78.3976944,17328.96946,48483.4623,5
38.027,78.39844974,17329.1727,48469.3481,5
38.028,78.40088945,17329.22922,48459.4707,5
38.029,78.40498306,17329.13914,48453.9561,5
38.03,78.41067937,17328.90435,48452.8719,5
38.031,78.41790715,17328.52845,48456.2272,5
38.032,78.42657602,17328.01666,48463.9829,5
38.033,78.43657761,17327.37574,48476.0487,5
38.034,78.44778697,17326.61388,48492.2755,5
38.035,78.46006412,17325.74061,48512.4605,5
