Time,Inputshaft_rpm,Propeller_torque,InputShaft_torque,ShipSpeed
6.63600000000055,68.6324894900208,36932.3414000241,15310.8521600039,5
6.63700000000055,68.6702348400213,36976.1343000209,15318.0186800047,5
6.63800000000055,68.7088976400216,37014.0810000177,15326.5435200055,5
6.63900000000055,68.7480284200216,37046.1163000144,15336.4869800063,5
6.64000000000055,68.7871693200214,37072.2574000113,15347.8770800071,5
6.64100000000055,68.8258654200209,37092.6337000082,15360.7104300079,5
6.64200000000055,68.8636754600202,37107.4857000053,15374.9555200086,5
6.64300000000055,68.9001815200193,37117.1245000026,15390.5588700093,5
6.64400000000055,68.9349967700181,37121.8856000001,15407.45325001,5
6.64500000000055,68.9677714800169,37122.1225999979,15425.5657600107,5
6.64600000000055,68.9981971200146,37118.245599996,15444.8225900115,5
6.64700000000055,69.024562090013,37111.0043999944,15465.609020012,5
6.64800000000055,69.0479806500122,37100.9231999929,15487.2538900122,5
6.64900000000056,69.0699004500105,37088.2284999918,15509.2958000126,5
6.65000000000056,69.0887869800088,37073.3760999908,15532.062330013,5
6.65100000000056,69.1046001700071,37056.75539999,15555.4061200132,5
6.65200000000056,69.1173634800054,37038.7106999894,15579.1667300134,5
6.65300000000056,69.1271644600039,37019.5572999889,15603.1779300134,5
6.65400000000056,69.1341533500024,36999.5797999886,15627.2718900134,5
6.65500000000056,69.1385407300011,36979.0261999884,15651.2784800132,5
6.65600000000056,69.14059473,36958.1019999882,15675.022940013,5
6.65700000000056,69.1406376099991,36936.9709999882,15698.3277100127,5
6.65800000000056,69.1390407599984,36915.7613999882,15721.0218500122,5
6.65900000000056,69.136216959998,36894.5646999882,15742.9554100118,5
6.66000000000056,69.1326099099978,36873.4234999882,15764.0117300112,5
6.66100000000056,69.1286818499979,36852.3349999882,15784.1119900107,5
6.66200000000056,69.1249010499982,36831.2800999882,15803.2128100101,5
6.66300000000056,69.1217298499988,36810.2502999882,15821.3031400096,5
6.66400000000056,69.1196130199996,36789.2448999882,15838.4067600091,5
6.66500000000056,69.1189655100007,36768.2628999883,15854.5902000086,5
6.66600000000056,69.1201594300019,36747.3146999883,15869.9693300083,5
6.66700000000056,69.1235113200032,36726.4315999883,15884.706230008,5
6.66800000000056,69.1292720200047,36705.6492999884,15898.9944100079,5
6.66900000000056,69.1376205500062,36684.9927999885,15913.0383500079,5
6.67000000000056,69.1486623200077,36664.4976999886,15927.037480008,5
6.67100000000056,69.1624303200092,36644.2467999888,15941.1803900081,5
6.67200000000056,69.1788874300107,36624.3827999891,15955.6462500084,5
6.67300000000056,69.1979294400121,36605.0914999896,15970.6051400088,5
6.67400000000056,69.2193894900133,36586.5801999901,15986.2105700092,5
6.67500000000056,69.2430452000144,36569.0672999908,16002.5850200097,5
6.67600000000056,69.2686289400153,36552.7934999917,16019.8064200102,5
6.67700000000056,69.2958402100161,36538.0423999927,16037.9031600107,5
6.67800000000056,69.3243581700167,36525.1403999939,16056.8595300112,5
6.67900000000057,69.353852900017,36514.4222999954,16076.6264700116,5
6.68000000000057,69.3839947800172,36506.2051999969,16097.129890012,5
6.68100000000057,69.4144627500173,36500.8092999987,16118.2732400123,5
6.68200000000057,69.4449523700171,36498.5922000008,16139.9365500125,5
6.68300000000057,69.4751834000168,36499.933600003,16161.9775600126,5
6.68400000000057,69.5049064300164,36505.1740000053,16184.2385800126,5
6.68500000000057,69.5339073800159,36514.5729000078,16206.5572200126,5
6.68600000000057,69.5620097000154,36528.3177000103,16228.7758800125,5
6.68700000000057,69.5890749600147,36546.550100013,16250.7453300122,5
6.68800000000057,69.6150028800141,36569.3730000156,16272.321990012,5
6.68900000000057,69.6397316100134,36596.8348000182,16293.3626500116,5
6.69000000000057,69.6632383900127,36628.9039000208,16313.7218900111,5
6.69100000000057,69.685539410012,36665.4504000232,16333.2523500106,5
6.69200000000057,69.7066876300114,36706.2499000255,16351.8053100099,5
6.69300000000057,69.7267698200109,36751.0009000276,16369.2389000092,5
6.69400000000057,69.7459041500105,36799.3261000293,16385.4250200084,5
6.69500000000057,69.7642375300101,36850.7591000308,16400.2481200076,5
6.69600000000057,69.7819419400099,36904.752000032,16413.6039600067,5
6.69700000000057,69.7992106800097,36960.7109000327,16425.3991600058,5
6.69800000000057,69.8162540500097,37018.0192000331,16435.5552500048,5
6.69900000000057,69.8332936200099,37076.0321000332,16444.0160900039,5
6.70000000000057,69.8505551300101,37134.0756000328,16450.7539800029,5
6.70100000000057,69.8682603800105,37191.4669000321,16455.7724200019,5
6.70200000000057,69.886618880011,37247.532300031,16459.107490001,5
6.70300000000057,69.9058193100116,37301.6104000295,16460.8291700001,5
6.70400000000057,69.9260214000122,37353.0609000277,16461.0416299993,5
6.70500000000057,69.9473483800129,37401.2925000255,16459.8819999986,5
6.70600000000057,69.9698803900136,37445.7884000231,16457.5184199981,5
6.70700000000057,69.9936489700143,37486.1140000206,16454.1473599976,5
6.70800000000057,70.018632870015,37521.9120000178,16449.9881399973,5
6.70900000000058,70.0447559700156,37552.8956000149,16445.2734399971,5
6.71000000000058,70.0718876400161,37578.848100012,16440.2380199971,5
6.71100000000058,70.0998458100164,37599.638800009,16435.1086699971,5
6.71200000000058,70.1284021000167,37615.2473000061,16430.0958099973,5
6.71300000000058,70.1572889500167,37625.7651000032,16425.3857199975,5
6.71400000000058,70.1862085000165,37631.3656000005,16421.1332199979,5
6.71500000000058,70.2148427300162,37632.287299998,16417.4566199983,5
6.71600000000058,70.2428644700156,37628.8574999958,16414.4353499987,5
6.71700000000058,70.2699486900149,37621.5155999938,16412.1091399991,5
6.71800000000058,70.2957837200141,37610.7860999922,16410.4779299994,5
6.71900000000058,70.320082040013,37597.2275999909,16409.5034799998,5
6.72000000000058,70.3425901200119,37581.4114999899,16409.1137300001,5
6.72100000000058,70.3630967200106,37563.9374999893,16409.2093200003,5
6.72200000000058,70.3814393200093,37545.4505999891,16409.6708600004,5
6.72300000000058,70.397508510008,37526.6341999893,16410.3658700005,5
6.72400000000058,70.4112504500066,37508.1793999899,16411.1551100004,5
6.72500000000058,70.4226676000053,37490.7432999908,16411.8978700003,5
6.72600000000058,70.4318177600041,37474.9279999921,16412.4559200001,5
6.72700000000058,70.4388119100029,37461.2918999937,16412.6968799999,5
6.72800000000058,70.4438106600019,37450.3640999955,16412.4978599996,5
6.72900000000058,70.447019550001,37442.6264999976,16411.7490499992,5
6.73000000000058,70.4486834200002,37438.4801999999,16410.3552399988,5
6.73100000000058,70.4490803499997,37438.2428000023,16408.2345999983,5
6.73200000000058,70.4485156299993,37442.1721000048,16405.3158899978,5
6.73300000000058,70.4473160099991,37450.4722000075,16401.5366599973,5
6.73400000000058,70.4458238999992,37463.2757000101,16396.8432399967,5
6.73500000000058,70.4443912899994,37480.6326000128,16391.1921299961,5
6.73600000000058,70.4433734899999,37502.5229000154,16384.5517199955,5
6.73700000000058,70.4431225400005,37528.8684000179,16376.9035299949,5
6.73800000000058,70.4439806300013,37559.5388000204,16368.2429799944,5
6.73900000000059,70.4462735900024,37594.3611000227,16358.5797299938,5
6.74000000000059,70.4503045900035,37633.1325000249,16347.9388299932,5
6.74100000000059,70.4563477800049,37675.6259000269,16336.3632699927,5
6.74200000000059,70.4646419400063,37721.5940000288,16323.9174799922,5
6.74300000000059,70.4753839300078,37770.7769000306,16310.6900399919,5
6.74400000000059,70.4887225900094,37822.9026000322,16296.7939199915,5
6.74500000000059,70.504753390011,37877.6833000335,16282.3642699913,5
6.74600000000059,70.5235144100126,37934.8313000348,16267.5547799912,5
6.74700000000059,70.5449836900142,37994.0845000359,16252.5333699911,5
6.74800000000059,70.5690782400156,38055.2089000369,16237.4776199912,5
6.74900000000059,70.595654580017,38117.9735000378,16222.5696099914,5
6.75000000000059,70.6245110600182,38182.1440000385,16207.9897999917,5
6.75100000000059,70.6553920800192,38247.5088000391,16193.9097799921,5
6.75200000000059,70.68799424002,38313.8951000397,16180.4841699925,5
6.75300000000059,70.7219744800206,38381.1509000401,16167.8427899931,5
6.75400000000059,70.756959750021,38449.1191000405,16156.0848699936,5
6.75500000000059,70.7925577800211,38517.6362000407,16145.2759399942,5
6.75600000000059,70.828368300021,38586.5522000409,16135.4469699948,5
6.75700000000059,70.8639942000207,38655.745700041,16126.5947699953,5
6.75800000000059,70.8990524100202,38725.1218000411,16118.6829999958,5
6.75900000000059,70.9331841700195,38794.5875000411,16111.6443099963,5
6.76000000000059,70.9660643400186,38864.022600041,16105.3840999967,5
6.76100000000059,70.9974093100175,38933.2750000408,16099.786379997,5
6.76200000000059,71.0269830800164,39002.1906000406,16094.7212499972,5
6.76300000000059,71.0546012700152,39070.6317000402,16090.0531799974,5
6.76400000000059,71.0801329700139,39138.4534000398,16085.6484999975,5
6.76500000000059,71.1035007700126,39205.4700000392,16081.3815299975,5
6.76600000000059,71.1246790800113,39271.4601000385,16077.1389499974,5
6.76700000000059,71.1436912000101,39336.1921000376,16072.8232699973,5
6.76800000000059,71.1606052300089,39399.4291000366,16068.3557599972,5
6.7690000000006,71.1755290300078,39460.9123000354,16063.6786299971,5
6.7700000000006,71.1886044500068,39520.353600034,16058.7558799969,5
6.7710000000006,71.2000013000059,39577.4429000324,16053.5724999968,5
6.7720000000006,71.2099111700051,39631.8584000306,16048.1323899966,5
6.7730000000006,71.2185416600045,39683.2802000287,16042.4555799965,5
6.7740000000006,71.226110850004,39731.4021000266,16036.5756199964,5
6.7750000000006,71.2328422000036,39775.9301000243,16030.5373099963,5
6.7760000000006,71.2389597500034,39816.5793000218,16024.3951699963,5
6.7770000000006,71.2446836900033,39853.0843000192,16018.2122399963,5
6.7780000000006,71.2502260900033,39885.2199000165,16012.0591099964,5
6.7790000000006,71.2557870000035,39912.8031000137,16006.0132699965,5
6.7800000000006,71.2615508100037,39935.6888000108,16000.1586899967,5
6.7810000000006,71.267682870004,39953.783000008,15994.5860199969,5
6.7820000000006,71.2743262400044,39967.0653000051,15989.3930799972,5
6.7830000000006,71.2815987100048,39975.5894000023,15984.6853299975,5
6.7840000000006,71.2895901200053,39979.4639999996,15980.575839998,5
6.7850000000006,71.2983600300058,39978.8506999971,15977.1845299985,5
6.7860000000006,71.3079361200062,39973.9819999947,15974.6362199991,5
6.7870000000006,71.3183133800067,39965.1663999926,15973.0576499997,5
6.7880000000006,71.3294543500071,39952.7725999906,15972.5733700004,5
6.7890000000006,71.3412905100075,39937.214699989,15973.3011700012,5
6.7900000000006,71.3537249400078,39918.9504999877,15975.3471400021,5
6.7910000000006,71.366636140008,39898.4832999867,15978.800770003,5
6.7920000000006,71.3798829900081,39876.363299986,15983.7301700039,5
6.7930000000006,71.3933107100081,39853.1810999857,15990.1774800048,5
6.7940000000006,71.406757710008,39829.5421999858,15998.1550600057,5
6.7950000000006,71.4200630200079,39806.0352999862,16007.6426200066,5
6.7960000000006,71.4330740000076,39783.230899987,16018.5859700074,5
6.7970000000006,71.4456539500073,39761.7056999881,16030.8974900082,5
6.7980000000006,71.4576891500069,39742.0435999896,16044.4584000089,5
6.79900000000061,71.4690950200065,39724.7984999913,16059.1227900094,5
6.80000000000061,71.4798209700061,39710.4606999933,16074.7226400099,5
6.80100000000061,71.4898538700057,39699.4611999956,16091.0739200102,5
6.80200000000061,71.4992198400053,39692.1868999981,16107.9831200105,5
6.80300000000061,71.507984310005,39688.9756000007,16125.2543900106,5
6.80400000000061,71.5162503300048,39690.0971000034,16142.6966500106,5
6.80500000000061,71.5241553100047,39695.7387000062,16160.1303100105,5
6.80600000000061,71.5318661000047,39706.000400009,16177.3930900103,5
6.80700000000061,71.5395730400048,39720.8999000118,16194.34443001,5
6.80800000000061,71.5474830300051,39740.3857000146,16210.8683000097,5
6.80900000000061,71.5558122800055,39764.3411000172,16226.8744200094,5
6.81000000000061,71.564778840006,39792.5697000196,16242.298300009,5
6.81100000000061,71.5745953800066,39824.7842000218,16257.1003100086,5
6.81200000000061,71.5854623300074,39860.6241000238,16271.2639700082,5
6.81300000000061,71.5975617200082,39899.6800000255,16284.7935000079,5
6.81400000000061,71.6110517800092,39941.4956000269,16297.7107600075,5
6.81500000000061,71.6260625900102,39985.5620000279,16310.0515700072,5
6.81600000000061,71.6426926600112,40031.3336000287,16321.8622400069,5
6.81700000000061,71.6610067200122,40078.251700029,16333.1965500067,5
6.81800000000061,71.6810342500133,40125.7502000291,16344.1136100065,5
6.81900000000061,71.7027688900143,40173.2528000287,16354.6766000063,5
6.82000000000061,71.7261683800153,40220.186400028,16364.9521000062,5
6.82100000000061,71.7511550900162,40266.0017000271,16375.0096800061,5
6.82200000000061,71.777617040017,40310.1810000258,16384.921540006,5
6.82300000000061,71.8054092800177,40352.2420000242,16394.762230006,5
6.82400000000061,71.8343558800184,40391.7455000224,16404.6083900061,5
6.82500000000061,71.8642521100188,40428.2996000204,16414.5385000062,5
6.82600000000061,71.8948671500191,40461.5634000182,16424.6322700064,5
6.82700000000061,71.9259471800192,40491.2568000159,16434.9692200065,5
6.82800000000061,71.9572191000192,40517.1677000135,16445.6264600068,5
6.82900000000062,71.9883948400189,40539.139900011,16456.6756200071,5
6.83000000000062,72.0191764200185,40557.0553000085,16468.1793700074,5
6.83100000000062,72.0492617200179,40570.844700006,16480.1878800077,5
6.83200000000062,72.0783507500171,40580.5112000035,16492.7355000081,5
6.83300000000062,72.1061525300162,40586.127800001,16505.8377200084,5
6.83400000000062,72.1323921200151,40587.8058999987,16519.4885700087,5
6.83500000000062,72.1568179200138,40585.6777999964,16533.658570009,5
6.83600000000062,72.1792087500124,40579.9078999943,16548.2937300093,5
6.83700000000062,72.199380630011,40570.7040999923,16563.3157300095,5
6.83800000000062,72.2171927800095,40558.3112999905,16578.6236500096,5
6.83900000000062,72.232552620008,40542.9975999889,16594.0972700096,5
6.84000000000062,72.2454193700064,40525.0404999874,16609.6014400095,5
6.84100000000062,72.2558061100049,40504.7175999861,16624.9913800094,5
6.84200000000062,72.2637801800035,40482.310199985,16640.1183900091,5
6.84300000000062,72.2694618500022,40458.1174999841,16654.8358100088,5
6.84400000000062,72.273021280001,40432.4510999834,16669.0047900084,5
6.84500000000062,72.27467391,40405.6073999828,16682.4997900079,5
6.84600000000062,72.2746744599991,40377.8539999824,16695.2134000074,5
6.84700000000062,72.2733096999985,40349.4475999821,16707.0600500068,5
6.84800000000062,72.270890429998,40320.647999982,16717.9784200062,5
6.84900000000062,72.2677428999978,40291.7068999821,16727.9324300056,5
6.85000000000062,72.2642002199978,40262.8538999822,16736.910800005,5
6.85100000000062,72.2605938799979,40234.3020999825,16744.9253700044,5
6.85200000000062,72.2572458499983,40206.256399983,16752.0084900039,5
6.85300000000062,72.2544614699988,40178.9114999835,16758.2097000034,5
6.85400000000062,72.2525232199995,40152.4508999842,16763.5918000029,5
6.85500000000062,72.2516856600003,40127.0530999849,16768.2267400025,5
6.85600000000062,72.2521714700012,40102.8952999858,16772.1915200021,5
6.85700000000062,72.2541686700023,40080.1524999868,16775.5644400018,5
6.85800000000062,72.2578289100034,40059.0025999879,16778.4220100015,5
6.85900000000063,72.2632667100046,40039.6336999891,16780.8365700013,5
6.86000000000063,72.2705595500057,40022.2395999905,16782.8748800011,5
6.86100000000063,72.2797485400069,40007.014299992,16784.5973700009,5
6.86200000000063,72.2908396900081,39994.1605999936,16786.0579300008,5
6.86300000000063,72.3038054900093,39983.8984999953,16787.3041200007,5
6.86400000000063,72.3185869300103,39976.4508999972,16788.3775700006,5
6.86500000000063,72.3350957300114,39972.0286999993,16789.3144500005,5
6.86600000000063,72.3532168600123,39970.8405000014,16790.1457900005,5
6.86700000000063,72.3728113000131,39973.1061000037,16790.8976200004,5
6.86800000000063,72.3937190500138,39979.0443000062,16791.5907500004,5
6.86900000000063,72.4157625200145,39988.8471000087,16792.2400600004,5
6.87000000000063,72.4387501700149,40002.6732000113,16792.8534100004,5
6.87100000000063,72.4624805900153,40020.655400014,16793.4300900003,5
6.87200000000063,72.4867468900155,40042.9019000167,16793.9591900003,5
6.87300000000063,72.5113414500156,40069.4903000195,16794.4179500002,5
6.87400000000063,72.5360608900155,40100.4584000223,16794.7704600001,5
6.87500000000063,72.5607110600154,40135.791700025,16794.96693,5
6.87600000000063,72.5851120300151,40175.4137000276,16794.9436499998,5
6.87700000000063,72.6091027000148,40219.1968000302,16794.6238099996,5
6.87800000000063,72.6325449300144,40266.9782000326,16793.9192199993,5
6.87900000000063,72.6553269300139,40318.5514000348,16792.7329199989,5
6.88000000000063,72.6773657800134,40373.6428000368,16790.9627999984,5
6.88100000000063,72.6986087800129,40431.9109000386,16788.5058999979,5
6.88200000000063,72.7190336500124,40492.9720000402,16785.2632699974,5
6.88300000000063,72.7386473900119,40556.4141000414,16781.1450299968,5
6.88400000000063,72.7574839900115,40621.7885000423,16776.0752199961,5
6.88500000000063,72.7756009100111,40688.604100043,16769.9962299955,5
6.88600000000063,72.7930746300107,40756.3380000432,16762.8723899948,5
6.88700000000063,72.8099954800105,40824.4464000431,16754.6927399941,5
6.88800000000063,72.8264618600102,40892.3714000427,16745.4726599935,5
6.88900000000064,72.8425743600101,40959.5525000418,16735.2542899929,5
6.89000000000064,72.85842989001,41025.4369000407,16724.1056399924,5
6.89100000000064,72.8741162000099,41089.4799000392,16712.1183899919,5
6.89200000000064,72.8897071400099,41151.1500000374,16699.4045599915,5
6.89300000000064,72.9052586900099,41209.9484000353,16686.0922999912,5
6.89400000000064,72.9208062000099,41265.423000033,16672.321239991,5
6.89500000000064,72.9363626200099,41317.1641000304,16658.2375599909,5
6.89600000000064,72.9519180000099,41364.8059000276,16643.9891799909,5
6.89700000000064,72.9674400200098,41408.0458000246,16629.721359991,5
6.89800000000064,72.9828755800098,41446.6563000216,16615.5726899911,5
6.89900000000064,72.9981531900096,41480.4780000185,16601.6718699914,5
6.90000000000064,73.0131860700094,41509.4160000153,16588.1352899917,5
6.90100000000064,73.0278757600091,41533.4534000123,16575.065449992,5
6.90200000000064,73.0421159900088,41552.6612000093,16562.5503599924,5
6.90300000000064,73.0557965700083,41567.1865000064,16550.6634699928,5
6.90400000000064,73.0688072900078,41577.2408000038,16539.4642699933,5
6.90500000000064,73.0810415800073,41583.1005000013,16528.9991099938,5
6.90600000000064,73.0923999400067,41585.1078999991,16519.3020999943,5
6.90700000000064,73.102792950006,41583.6646999972,16510.3961099948,5
6.90800000000064,73.1121441300053,41579.2255999956,16502.2935299953,5
6.90900000000064,73.1203922500046,41572.2892999943,16494.9968399958,5
6.91000000000064,73.1274935600038,41563.3791999934,16488.4988699963,5
6.91100000000064,73.1334235800031,41553.0282999928,16482.7827099968,5
6.91200000000064,73.1381787700023,41541.7842999926,16477.8213699973,5
6.91300000000064,73.1417780100016,41530.2140999927,16473.5772999977,5
6.91400000000064,73.1442637500009,41518.8807999932,16470.0019599981,5
6.91500000000064,73.1457030800003,41508.314199994,16467.0358099984,5
6.91600000000064,73.1461883199998,41499.0088999951,16464.6085699987,5
6.91700000000064,73.1458372599993,41491.4375999965,16462.640259999,5
6.91800000000064,73.144792849999,41486.0469999982,16461.0426699991,5
6.91900000000065,73.1432222599988,41483.2386000001,16459.7216199993,5
6.92000000000065,73.1413151899987,41483.3594000022,16458.5797499993,5
6.92100000000065,73.1392814299987,41486.7005000044,16457.5199099993,5
6.92200000000065,73.137347509999,41493.4958000067,16456.4489199992,5
6.92300000000065,73.1357524999993,41503.9247000092,16455.2815999991,5
6.92400000000065,73.1347430899999,41518.1191000117,16453.944629999,5
6.92500000000065,73.1345678500006,41536.1582000142,16452.3801999988,5
6.92600000000065,73.1354710200014,41558.0570000166,16450.5489799986,5
6.92700000000065,73.1376859900024,41583.7696000191,16448.4322499984,5
6.92800000000065,73.1414286700035,41613.2072000214,16446.0332099983,5
6.92900000000065,73.1468910100048,41646.2430000236,16443.3770199981,5
6.93000000000065,73.1542351000061,41682.7012000258,16440.509889998,5
6.93100000000065,73.1635878400074,41722.3580000277,16437.497009998,5
6.93200000000065,73.1750366800088,41764.9590000294,16434.419549998,5
6.93300000000065,73.1886264900102,41810.227500031,16431.3708699981,5
6.93400000000065,73.2043576900116,41857.8593000323,16428.4522199983,5
6.93500000000065,73.2221857800129,41907.5254000334,16425.7682099985,5
6.93600000000065,73.2420222900141,41958.8868000343,16423.4223799988,5
6.93700000000065,73.2637368800152,42011.601000035,16421.5130399991,5
6.93800000000065,73.2871608300163,42065.3181000354,16420.1296999995,5
6.93900000000065,73.3120913200171,42119.6849000356,16419.3502099999,5
6.94000000000065,73.3382966900178,42174.3558000356,16419.2387100004,5
6.94100000000065,73.3655221400183,42228.9937000354,16419.8444400009,5
6.94200000000065,73.3934958800186,42283.270600035,16421.2014700014,5
6.94300000000065,73.4219352800187,42336.8766000344,16423.3291400019,5
6.94400000000065,73.4505529700186,42389.5220000336,16426.2332200024,5
6.94500000000065,73.4790627200184,42440.9260000326,16429.9075300029,5
6.94600000000065,73.507184770018,42490.8146000315,16434.3357800034,5
6.94700000000065,73.5346508300174,42538.9368000302,16439.4934800038,5
6.94800000000065,73.5612083900166,42585.0717000288,16445.3497400043,5
6.94900000000066,73.5866246000158,42629.0112000272,16451.8687200047,5
6.95000000000066,73.6106895400148,42670.5475000255,16459.0108400051,5
6.95100000000066,73.6332190300137,42709.4824000237,16466.7335100054,5
6.95200000000066,73.6540569400125,42745.6407000218,16474.9915600057,5
6.95300000000066,73.6730771600112,42778.8654000198,16483.737350006,5
6.95400000000066,73.69018508001,42809.0082000177,16492.9207300063,5
6.95500000000066,73.7053187500086,42835.9284000155,16502.4888600065,5
6.95600000000066,73.7184495900073,42859.4930000132,16512.3862900067,5
6.95700000000066,73.729582710006,42879.5779000109,16522.5550800068,5
6.95800000000066,73.7387567000048,42896.0770000084,16532.9355000069,5
6.95900000000066,73.7460429000036,42908.910300006,16543.466980007,5
6.96000000000066,73.7515440000025,42918.0153000035,16554.089580007,5
6.96100000000066,73.7553920700015,42923.335200001,16564.745830007,5
6.96200000000066,73.7577457900007,42924.8293999985,16575.382890007,5
6.96300000000066,73.75878705,42922.4926999959,16585.9548600069,5
6.96400000000066,73.7587168599994,42916.3543999935,16596.4251500068,5
6.96500000000066,73.7577506499989,42906.463799991,16606.7686400067,5
6.96600000000066,73.7561131499986,42892.8942999887,16616.9735200067,5
6.96700000000066,73.7540328399985,42875.7558999864,16627.0424600066,5
6.96800000000066,73.7517364199985,42855.1963999842,16636.9931000065,5
6.96900000000066,73.7494431999986,42831.3941999822,16646.8576700065,5
6.97000000000066,73.7473599499989,42804.5620999804,16656.6817200065,5
6.97100000000066,73.7456761299993,42774.9511999787,16666.5220400066,5
6.97200000000066,73.7445599899997,42742.8452999773,16676.4438000067,5
6.97300000000066,73.7441554100003,42708.556599976,16686.5171600068,5
6.97400000000066,73.7445798400009,42672.4314999751,16696.813390007,5
6.97500000000066,73.7459232300016,42634.8495999743,16707.4009300073,5
6.97600000000066,73.7482480800022,42596.2131999739,16718.3414000075,5
6.97700000000066,73.7515904700029,42556.9438999738,16729.6860400078,5
6.97800000000067,73.7559620500036,42517.4879999739,16741.4726500081,5
6.97900000000067,73.7613527800042,42478.3111999744,16753.7232300085,5
6.98000000000067,73.7677342000049,42439.8808999752,16766.4425800088,5
6.98100000000067,73.7750631700055,42402.6614999763,16779.6176600091,5
6.98200000000067,73.783285680006,42367.1233999778,16793.2179800093,5
6.98300000000067,73.7923406800065,42333.7382999795,16807.1967100095,5
6.98400000000067,73.802163670007,42302.9570999815,16821.4925700097,5
6.98500000000067,73.8126898800074,42275.1992999838,16836.0322300098,5
6.98600000000067,73.8238570100078,42250.8575999863,16850.7330800099,5
6.98700000000067,73.8356073500082,42230.297299989,16865.5061200098,5
6.98800000000067,73.8478893800085,42213.8421999919,16880.2587200098,5
6.98900000000067,73.8606587700088,42201.766599995,16894.8972500097,5
6.99000000000067,73.8738788500091,42194.2905999982,16909.3292300095,5
6.99100000000067,73.8875206900094,42191.5719000014,16923.4650800092,5
6.99200000000067,73.9015628000097,42193.7016000047,16937.2194300089,5
6.99300000000067,73.9159905700099,42200.713300008,16950.5119600085,5
6.99400000000067,73.9307955100102,42212.5845000112,16963.2679100081,5
6.99500000000067,73.9459744600104,42229.2202000142,16975.4182700077,5
6.99600000000067,73.9615286200107,42250.4448000171,16986.8998600072,5
6.99700000000067,73.977462650011,42276.0184000199,16997.6553300067,5
6.99800000000067,73.9937836700112,42305.6527000224,17007.6333400061,5
6.99900000000067,74.0105002700115,42339.0061000247,17016.7888500056,5
7.00000000000067,74.0276213900118,42375.6769000266,17025.083730005,5
7.00100000000067,74.0451551200121,42415.2147000282,17032.4876500044,5
7.00200000000067,74.0631073000124,42457.1346000295,17038.9791800037,5
7.00300000000067,74.0814800500126,42500.9228000304,17044.5470500031,5
7.00400000000067,74.100270030013,42546.0420000309,17049.1914600025,5
7.00500000000067,74.1194666000132,42591.9443000311,17052.9253000019,5
7.00600000000067,74.1390499200134,42638.0781000309,17055.7751000014,5
7.00700000000067,74.1589889800137,42683.8895000303,17057.7815700008,5
7.00800000000068,74.1792398200138,42728.8341000294,17058.9995700003,5
7.00900000000068,74.199743920014,42772.3948000281,17059.4974999999,5
7.01000000000068,74.220426940014,42814.0860000266,17059.3558999995,5
7.01100000000068,74.241198070014,42853.4499000247,17058.6654299992,5
7.01200000000068,74.261949890014,42890.0658000227,17057.524179999,5
7.01300000000068,74.2825590200137,42923.5681000204,17056.0344199988,5
7.01400000000068,74.3028875400135,42953.6464000179,17054.2991199987,5
7.01500000000068,74.3227852000131,42980.0374000152,17052.4181399987,5
7.01600000000068,74.3420924400126,43002.5340000125,17050.4845699987,5
7.01700000000068,74.3606441100119,43020.9987000097,17048.5812899988,5
7.01800000000068,74.3782737100112,43035.3601000069,17046.7779799989,5
7.01900000000068,74.3948181900104,43045.6025000042,17045.128799999,5
7.02000000000068,74.4101228400095,43051.7685000015,17043.6708299992,5
7.02100000000068,74.4240463000084,43053.9653999989,17042.4234099993,5
7.02200000000068,74.4364653100073,43052.3599999965,17041.3882499994,5
7.02300000000068,74.4472791500062,43047.1705999942,17040.5505199995,5
7.02400000000068,74.4564133700051,43038.6662999922,17039.8805199996,5
7.02500000000068,74.4638228400039,43027.1615999904,17039.3360099997,5
7.02600000000068,74.4694939900027,43013.0029999888,17038.8649399997,5
7.02700000000068,74.4734459800016,42996.5660999875,17038.4083099997,5
7.02800000000068,74.47573107,42978.2606999866,17037.9031299995,5
7.02900000000068,74.4757398399991,42958.635199986,17037.1830099994,5
7.03000000000068,74.4744441299987,42938.0848999856,17036.2313699993,5
7.03100000000068,74.4725380699979,42916.9271999854,17035.1503799991,5
7.03200000000068,74.4695006199973,42895.6108999856,17033.7849799988,5
7.03300000000068,74.4655205999968,42874.5692999861,17032.0867199986,5
7.03400000000068,74.4608052399964,42854.2159999868,17030.0136999983,5
7.03500000000068,74.4555760899962,42834.9505999878,17027.531259998,5
7.03600000000068,74.4500648199962,42817.1610999891,17024.6127299977,5
7.03700000000068,74.4445086199963,42801.2100999906,17021.2395799974,5
7.03800000000069,74.4391456399966,42787.4207999922,17017.4008499971,5
7.03900000000069,74.4342106099971,42776.0876999941,17013.0920999967,5
7.04000000000069,74.4299313199977,42767.4897999962,17008.3120199964,5
7.04100000000069,74.4265259599984,42761.8776999983,17003.0573899961,5
7.04200000000069,74.4242013599993,42759.4538000006,16997.3195199957,5
7.04300000000069,74.4231515000003,42760.376300003,16991.0860399954,5
7.04400000000069,74.4235552800014,42764.7780000055,16984.350079995,5
7.04500000000069,74.4255724000032,42772.7705000079,16977.1229499946,5
7.04600000000069,74.4302778500045,42784.2724000104,16969.2572199944,5
7.04700000000069,74.4368830200052,42799.346200013,16961.0497899942,5
7.04800000000069,74.4444477800065,42818.1862000155,16952.684959994,5
7.04900000000069,74.4539432300079,42840.7702000181,16944.0306899939,5
